incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired
Cottage Fire,Y,2019-08-18T07:10:16Z,2019-08-15T15:09:55Z,CAL FIRE Shasta-Trinity Unit,,Shasta,"Dersch Rd and Cottage Hill Dr, northeast of Anderson ",156,100,Firefighters made good progress today extinguishing interior hotspots and securing containment lines. They will continue to mop up and patrol overnight. Residents traveling in the area are asked to drive with caution as fire apparatus and personnel continue to work in the area.,,-122.159393,40.484329,Wildfire,2443f637-15d7-4cf9-a405-133cf1748300,https://www.fire.ca.gov/incidents/2019/8/15/cottage-fire/,2019-08-17T18:43:00Z,2019-08-17,2019-08-15,N,TRUE,FALSE
Moose Fire,Y,2019-08-18T07:10:42Z,2019-08-12T17:10:00Z,CAL FIRE Mendocino Unit,,Mendocino,Off Moose Rd & Bus McGall Rd northwest of Hopland,225,100,Fire resources will continue patrolling and mopping up.  Suppression repair work has begun.,"Hopland Fire, Mendocino County Sheriffs Department (Evacuation Information)",-123.195306,39.005262,Wildfire,c8f94c30-d0ee-450a-8501-30678aa37c0f,https://www.fire.ca.gov/incidents/2019/8/12/moose-fire/,2019-08-17T18:15:00Z,2019-08-17,2019-08-12,N,TRUE,FALSE
Patterson Fire,Y,2019-08-22T15:33:02Z,2019-08-21T17:56:05Z,CAL FIRE Santa Clara Unit,,Alameda,"Patterson Pass and Midway Road, west of Tracy",139,100,,,-121.55867,37.71734,Wildfire,d35fa87b-0f19-4dd8-8739-4bdbc92d1361,https://www.fire.ca.gov/incidents/2019/8/21/patterson-fire/,2019-08-21T18:27:00Z,2019-08-21,2019-08-21,N,TRUE,FALSE
Ward Fire,Y,2019-08-22T16:33:47Z,2019-08-09T23:08:25Z,Oregon Department of Forestry,,State of Oregon,"Highway 66 and Ward Rd, 13 miles west of Keno, Oregon",1301,100,All CAL FIRE Resources have been released from this incident.,Southwest Oregon District - Oregon Department of Forestry,-122.175,42.033,Wildfire,e3d66b1b-3b3b-40a3-96ec-574c1a27cbe9,https://www.fire.ca.gov/incidents/2019/8/9/ward-fire/,2019-08-18T16:33:00Z,2019-08-18,2019-08-09,N,FALSE,FALSE
Yucca Fire,Y,2019-08-24T06:54:07Z,2019-08-22T19:31:10Z,CAL FIRE/Riverside County Fire Department,,Riverside,Highway 371 cross of Yucca Road,34,100,,,-116.857817,33.4506,Wildfire,46896a04-8502-403c-b362-e4adc9e7ad4d,https://www.fire.ca.gov/incidents/2019/8/22/yucca-fire/,2019-08-23T23:00:00Z,2019-08-23,2019-08-22,N,TRUE,FALSE
Ivy Fire,Y,2019-08-25T16:24:02Z,2019-08-25T10:58:28Z,CAL FIRE / Riverside County Fire,,Riverside,near Northbound Intestate 15 and Temescal Canyon,80,100,,,-117.487578,33.77777348,Wildfire,cb87a6f4-a560-41a5-81c0-1064d0c368b6,https://www.fire.ca.gov/incidents/2019/8/25/ivy-fire/,2019-08-25T13:00:00Z,2019-08-25,2019-08-25,N,TRUE,FALSE
Jamieson Fire,Y,2019-08-25T17:13:24Z,2019-08-25T13:06:49Z,CAL FIRE Santa Clara Unit,,Santa Clara,at Jamieson Road and Cañada Road near Gilroy,35,100,,,-121.45597,37.034183,Wildfire,19343958-2921-41d2-a3f8-501badcd0bee,https://www.fire.ca.gov/incidents/2019/8/25/jamieson-fire/,,,2019-08-25,N,TRUE,FALSE
Sage Fire,Y,2019-08-28T08:55:30Z,2019-08-27T11:33:56Z,CAL FIRE / Riverside County Fire,,Riverside,"near the intersection of Sage Road and Highway 79, in Aguanga",12,100,,,-116.914799,33.463991,Wildfire,faf6064e-fc50-4289-8486-1235f20289d7,https://www.fire.ca.gov/incidents/2019/8/27/sage-fire/,2019-08-27T08:54:00Z,2019-08-27,2019-08-27,N,TRUE,FALSE
Long Valley Fire ,Y,2019-08-28T09:01:23Z,2019-08-24T17:25:04Z,Bureau of Land Management,,Lassen,"Off Highway 395 and Red Rock Road, North of Hallelujah Junction",2438,100,,Bureau of Land Management,-120.029722,39.892222,Wildfire,2ce810c9-88f1-4efe-9254-8cbd339d2397,https://www.fire.ca.gov/incidents/2019/8/24/long-valley-fire/,2019-08-27T09:01:00Z,2019-08-27,2019-08-24,N,FALSE,FALSE
Border 10 Fire,Y,2019-08-28T09:06:20Z,2019-08-25T16:15:15Z,CAL FIRE San Diego Unit,,"Mexico, San Diego",Mexico / California International border in the area east of the Otay port of entry.,25,100,,,-116.873955,32.557546,Wildfire,808c34bb-4e64-4eb5-9c3e-2a1e58195074,https://www.fire.ca.gov/incidents/2019/8/25/border-10-fire/,2019-08-28T08:54:00Z,2019-08-28,2019-08-25,N,TRUE,FALSE
Carroll Fire,Y,2019-08-31T12:55:31Z,2019-08-31T12:55:15Z,CAL FIRE Santa Clara Unit,,Alameda,eastbound 580 and North Flynn Road,19,100,,,-121.657011,37.718636,Wildfire,40ce99a7-fbca-4b41-b3bf-e2f863fdcc7e,https://www.fire.ca.gov/incidents/2019/8/31/carroll-fire/,2019-08-31T12:50:00Z,2019-08-31,2019-08-31,N,TRUE,FALSE
Jolon Fire,Y,2019-09-03T10:19:31Z,2019-09-01T16:35:55Z,CAL FIRE San Benito-Monterey Unit,,Monterey,"Jolon Road and New Pleyto Road, Lockwood",66,100,,,-120.992914,35.906482,Wildfire,954bfbe7-424c-49e0-9611-23e9f7a475a2,https://www.fire.ca.gov/incidents/2019/9/1/jolon-fire/,2019-09-02T10:08:00Z,2019-09-02,2019-09-01,N,TRUE,FALSE
Mines Fire,Y,2019-09-03T10:20:30Z,2019-09-02T14:36:35Z,CAL FIRE Santa Clara Unit,,Alameda,"Mines Road, Livermore",11,100,,,-121.596667,37.545167,Wildfire,de9cacb4-0be2-47d1-8cf2-7a25aabacfae,https://www.fire.ca.gov/incidents/2019/9/2/mines-fire/,2019-09-02T19:13:00Z,2019-09-02,2019-09-02,N,TRUE,FALSE
Creek Fire,Y,2019-09-04T08:53:01Z,2019-08-31T15:31:59Z,CAL FIRE Tulare Unit,,Tulare,"Dry Creek Dr and Lomitas Drive, east of Woodlake",756,100,,,-119.030621,36.40193,Wildfire,8faaa845-634f-4f94-b25e-f5ae78703da6,https://www.fire.ca.gov/incidents/2019/8/31/creek-fire/,,,2019-08-31,N,TRUE,FALSE
Antelope Fire,Y,2019-09-04T18:26:03Z,2019-09-02T15:40:37Z,CAL FIRE San Benito-Monterey Unit,,San Benito,"Panoche Road and New Idria Road, Paicines",167,100,,,-120.8405,36.600167,Wildfire,ebdceb89-fa30-486a-94f8-3eff8eedbd67,https://www.fire.ca.gov/incidents/2019/9/2/antelope-fire/,2019-09-03T07:11:00Z,2019-09-03,2019-09-02,N,TRUE,FALSE
Foster Fire ,Y,2019-09-04T20:37:36Z,2019-09-04T20:33:59Z,CAL FIRE San Benito Monterey Unit ,,San Benito,"off of Grass Valley Road and Cienega Road, in Hollister",17,100,,,-121.39478,36.732866,Wildfire,d8c705d2-2820-43d2-bee4-8335354bcab0,https://www.fire.ca.gov/incidents/2019/9/4/foster-fire/,2019-09-04T20:33:00Z,2019-09-04,2019-09-04,N,TRUE,FALSE
Glass Fire,Y,2019-09-05T19:04:01Z,2019-09-04T16:26:00Z,Sonoma-Lake-Napa Unit,,Lake,"Highway 29 and DNA Ridge Rock, Southwest of Clear Lake.",28,100,,,-122.642572,38.910498,Wildfire,da7fa4d6-cbf3-4cf9-babf-1cc79aa2f536,https://www.fire.ca.gov/incidents/2019/9/4/glass-fire/,2019-09-05T10:03:00Z,2019-09-05,2019-09-04,N,TRUE,FALSE
Telephone Fire,Y,2019-09-06T10:10:55Z,2019-09-02T20:27:29Z,CAL FIRE San Bernardino Unit,,San Bernardino,"Old Dump Road, south of Summit Valley Road, Hesperia",15,100,,,-117.343833,34.353667,Wildfire,a5331bf6-d695-4309-a846-96808e41d757,https://www.fire.ca.gov/incidents/2019/9/2/telephone-fire/,2019-09-06T08:00:00Z,2019-09-06,2019-09-02,N,TRUE,FALSE
Deer Fire,Y,2019-09-06T19:49:01Z,2019-09-03T15:36:45Z,CAL FIRE San Mateo-Santa Cruz Unit,,Santa Cruz,"Deer Creek Road and Rons Road, northeast of Boulder Creek",10,100,,,-122.07743,37.178353,Wildfire,23f65de3-bf4d-4edf-a5eb-b21299195b0f,https://www.fire.ca.gov/incidents/2019/9/3/deer-fire/,2019-09-06T19:48:00Z,2019-09-06,2019-09-03,N,TRUE,FALSE
Oak Fire,Y,2019-09-08T07:45:11Z,2019-09-07T14:00:00Z,CAL FIRE Sonoma Lake Napa Unit,,Lake,"Highway 29 and Cole Creek Road, South of Kelseyville",53,100,,CAL FIRE Sonoma Lake Napa Unit,-122.833831,38.955024,Wildfire,25e65946-2e28-453b-bcb4-617b623be750,https://www.fire.ca.gov/incidents/2019/9/7/oak-fire/,2019-09-08T07:00:00Z,2019-09-08,2019-09-07,N,TRUE,FALSE
Country Fire,Y,2019-09-08T18:11:21Z,2019-09-03T14:57:31Z,CAL FIRE Amador - El Dorado Unit,,El Dorado,"Highway 193 and Penobscot Rd, east of Cool",85,100,,El Dorado County Sheriff's Office,-120.946657,38.898915,Wildfire,89008310-149d-480f-946f-4ce5a2a71c3f,https://www.fire.ca.gov/incidents/2019/9/3/country-fire/,2019-09-06T07:24:00Z,2019-09-06,2019-09-03,N,TRUE,FALSE
Flood Fire ,Y,2019-09-08T19:56:30Z,2019-09-05T14:33:01Z,CAL FIRE Tuolumne Calaveras Unit,,San Joaquin,"near Flood Rd and N. Waverly Road, Southwest of Rancho Calaveras",44,100,,,-120.945044,38.017138,Wildfire,3d4c2809-cd37-4f07-b86e-68dcd52c7434,https://www.fire.ca.gov/incidents/2019/9/5/flood-fire/,2019-09-05T19:56:00Z,2019-09-05,2019-09-05,N,TRUE,FALSE
Bailey Fire,Y,2019-09-10T10:46:34Z,2019-09-10T10:43:58Z,CAL FIRE/Riverside County Fire Department,,Riverside,Bailey Road and Terwilliger Road in Anza,10,100,,,-116.631106,33.496633,Wildfire,5a4639e4-0d1d-4cee-8215-0aa1d53a5160,https://www.fire.ca.gov/incidents/2019/9/10/bailey-fire/,2019-09-10T10:45:00Z,2019-09-10,2019-09-10,N,TRUE,FALSE
Duzel Fire,Y,2019-09-11T14:26:56Z,2019-09-07T18:19:16Z,CAL FIRE Siskiyou unit,,Siskiyou,"Near Duzel Rock Lookout, northeast of Etna",15,100,,CAL FIRE Siskiyou unit,-122.740333,41.512917,Wildfire,efba4d61-2027-4b05-8506-04d9858154ca,https://www.fire.ca.gov/incidents/2019/9/7/duzel-fire/,2019-09-10T19:27:00Z,2019-09-10,2019-09-07,N,TRUE,FALSE
Stuhr Fire ,Y,2019-09-11T19:05:16Z,2019-09-11T11:25:43Z,CAL FIRE Santa Clara Unit ,,Stanislaus,"Off SB Interstate 5 and West Stuhr Road, South of Patterson City",190,100,,,-121.110146,37.32585,Wildfire,8f6c8f60-1daf-4c04-8507-dcc81656b8c5,https://www.fire.ca.gov/incidents/2019/9/11/stuhr-fire/,,,2019-09-11,N,TRUE,FALSE
Redwood Fire,Y,2019-09-12T20:31:35Z,2019-09-12T20:30:41Z,CAL FIRE Riverside Unit,,Riverside,Mead Valley ,34,100,,,-117.270144,33.854597,Wildfire,b277af3b-3785-44c1-bdfb-c5a5ba766d2b,https://www.fire.ca.gov/incidents/2019/9/12/redwood-fire/,,,2019-09-12,N,TRUE,FALSE
Forbestown Fire,Y,2019-09-13T09:42:08Z,2019-09-06T15:18:52Z,CAL FIRE Butte Unit,,Butte,"Forbestown Road and Hurleton Swedes Flat Road, east of Oroville ",58,100,,,-121.412333,39.470333,Wildfire,2de3ab6b-60c5-4400-9bff-74c79ed7d553,https://www.fire.ca.gov/incidents/2019/9/6/forbestown-fire/,2019-09-12T18:49:00Z,2019-09-12,2019-09-06,N,TRUE,FALSE
Bridge Fire,Y,2019-09-13T21:47:39Z,2019-09-13T20:00:29Z,CAL FIRE TCU (Tuolumne-Calaveras Unit),,Stanislaus,Knights Ferry,11,100,,,-120.401028,37.492002,Wildfire,a8b79d35-dab7-4513-ac65-25fd99541662,https://www.fire.ca.gov/incidents/2019/9/13/bridge-fire/,2019-09-13T21:43:00Z,2019-09-13,2019-09-13,N,TRUE,FALSE
McMurray Fire,Y,2019-09-14T08:47:56Z,2019-09-09T17:42:43Z,Santa Barbara County Fire,,Santa Barbara,"McMurray Rd and Hwy 101, north of Buellton",200,100,,Santa Barbara County Fire ,-120.187368,34.630919,Wildfire,4cebaf5a-70a7-4262-864b-fb3fe3b1d84d,https://www.fire.ca.gov/incidents/2019/9/9/mcmurray-fire/,2019-09-14T08:00:00Z,2019-09-14,2019-09-09,N,FALSE,FALSE
Kennedy Fire,Y,2019-09-22T18:36:33Z,2019-09-21T17:22:00Z,CAL FIRE / Riverside County Fire,,Riverside,"Moreno Beach Dr & John F. Kennedy Dr, near Lake Perris",98,100,,CAL FIRE / Riverside County Fire,-117.170588,33.900994,Wildfire,7b283f4f-c613-4840-aa90-1f6e9fa1573a,https://www.fire.ca.gov/incidents/2019/9/21/kennedy-fire/,2019-09-22T17:00:00Z,2019-09-22,2019-09-21,N,TRUE,FALSE
Lynette Fire,Y,2019-09-22T18:37:28Z,2019-09-22T18:25:56Z,Tuolumne-Calaveras Unit,,Calaveras,"By the intersection of Loera Hills Road on Paloma Road in Valley Springs, California.",67,100,,,-120.827386,38.20177,Wildfire,9fc12331-47f4-4d79-bffe-914f13658993,https://www.fire.ca.gov/incidents/2019/9/22/lynette-fire/,,,2019-09-22,N,TRUE,FALSE
Cow Fire,Y,2019-09-24T14:52:49Z,2019-09-24T08:40:45Z,CAL FIRE Shasta-Trinity Unit,,Shasta,at Whitmore Road and Cow Creek Ranch Road in Millville,16,100,,,-122.039167,40.612556,Wildfire,f24e0e23-63ee-4038-a04d-41fe70cac747,https://www.fire.ca.gov/incidents/2019/9/24/cow-fire/,2019-09-24T14:52:00Z,2019-09-24,2019-09-24,N,TRUE,FALSE
Reservoir Fire,Y,2019-09-24T18:28:45Z,2019-09-21T11:49:00Z,CAL FIRE Santa Clara Unit,,Santa Clara,"Calaveras Rd and Felter Road, 5 miles northeast of Milpitas",128,100,,,-121.842751,37.467744,Wildfire,3934f762-ba99-471a-b1d9-dc064276c383,https://www.fire.ca.gov/incidents/2019/9/21/reservoir-fire/,2019-09-24T18:00:00Z,2019-09-24,2019-09-21,N,TRUE,FALSE
Tulloch Fire,Y,2019-09-25T06:56:27Z,2019-09-23T15:55:57Z,CAL FIRE Tuolumne-Calaveras Unit,,Tuolumne,"By the intersection of Tulloch Road and Highway 108 in Jamestown, California.",83,100,,,-120.625556,37.838333,Wildfire,e7910549-a5ca-4712-bd04-349c49c1ba15,https://www.fire.ca.gov/incidents/2019/9/23/tulloch-fire/,2019-09-24T10:21:00Z,2019-09-24,2019-09-23,N,TRUE,FALSE
Electra Fire,Y,2019-09-25T17:41:10Z,2019-09-25T13:13:41Z,CAL FIRE Amador-El Dorado Unit,,Amador,"Electra Road and Highway 49, east of Jackson",10,100,,,-120.67131,38.332083,Wildfire,755df0b3-ad02-406b-af5d-738b67d8c755,https://www.fire.ca.gov/incidents/2019/9/25/electra-fire/,2019-09-25T17:00:00Z,2019-09-25,2019-09-25,N,TRUE,FALSE
Willow Fire,Y,2019-09-25T20:04:20Z,2019-09-25T14:17:25Z,Unified Command: CAL FIRE San Diego County Fire & Lakeside Fire Protection District ,,San Diego,"near 14000 block of Willow Rd, Northeast Lakeside",52,100,,Lakeside Fire Protection District ,-116.88,32.87833333,Wildfire,abdb011f-15d8-475b-b08e-4df583700411,https://www.fire.ca.gov/incidents/2019/9/25/willow-fire/,2019-09-25T20:00:00Z,2019-09-25,2019-09-25,N,FALSE,FALSE
Meadow Fire (Not a CAL FIRE incident),Y,2019-09-26T14:11:17Z,2019-08-02T16:53:18Z,Davis Creek Fire Department,,Modoc,"County Road 48 and Highway 395, northeast of Alturas",103,100,,,-120.23976,41.43783,Wildfire,2f735b66-c275-4557-a8ad-0ff60e0552f3,https://www.fire.ca.gov/incidents/2019/8/2/meadow-fire-not-a-cal-fire-incident/,2019-08-02T21:39:00Z,2019-08-02,2019-08-02,N,FALSE,FALSE
Sycamore Fire,Y,2019-09-26T14:45:22Z,2019-09-07T20:31:46Z,Riverside City Fire Department,,Riverside,"Kangaroo Court and River Ridge Drive, Riverside ",250,100,,Riverside City Fire Department,-117.3063,33.9369,Wildfire,a14c1f49-8e49-4709-a21b-6c06471a1002,https://www.fire.ca.gov/incidents/2019/9/7/sycamore-fire/,2019-09-08T18:00:00Z,2019-09-08,2019-09-07,N,FALSE,FALSE
Rams Horn Fire,Y,2019-09-26T14:45:36Z,2019-09-07T08:49:58Z,Shasta-Trinity National Forest,,Trinity,"Highway 3 and Bear Creek Loop, Northeast of Coffee Creek",280,100,,Shasta-Trinity National Forest,-122.634108,41.150392,Wildfire,b24dc89c-632d-46a1-8984-2ce037e37834,https://www.fire.ca.gov/incidents/2019/9/7/rams-horn-fire/,2019-09-12T10:08:00Z,2019-09-12,2019-09-07,N,FALSE,FALSE
R-6 Fire,Y,2019-09-26T14:46:00Z,2019-09-06T13:20:00Z,Bureau of Land Management - Northern CA District,,Lassen,"North of Fredonyer Peak, southwest of Termo",260,100,,Bureau of Land Management - Northern CA District,-120.606,44.734,Wildfire,393edada-d2bf-4a33-94f2-2d2123357015,https://www.fire.ca.gov/incidents/2019/9/6/r-6-fire/,2019-09-11T18:30:00Z,2019-09-11,2019-09-06,N,FALSE,FALSE
Broder Fire,Y,2019-09-26T14:46:11Z,2019-09-06T12:39:18Z,USFS - Sequoia National Forest,,Tulare,Northeast of Broder Meadow,381,100,,Sequoia National Forest,-118.185,36.151,Wildfire,737ef617-abaa-44a1-9bbc-f46240468b8f,https://www.fire.ca.gov/incidents/2019/9/6/broder-fire/,,,2019-09-06,N,FALSE,FALSE
Lone Fire,Y,2019-09-26T14:46:26Z,2019-09-06T11:34:27Z,USFS - Modoc National Forest,,Modoc,"Pinnacle Lake, Doublehead Ranger district, Modoc National Forest",5737,100,,USFS - Modoc National Forest,-121.056,41.748,Wildfire,81977367-45ad-4962-92f3-ae30f22ef723,https://www.fire.ca.gov/incidents/2019/9/6/lone-fire/,2019-09-13T07:19:00Z,2019-09-13,2019-09-06,N,FALSE,FALSE
Henthorne Fire,Y,2019-09-26T14:46:47Z,2019-09-05T09:25:00Z,USFS Mendocino National Forest ,,Trinity,"Yolla Bolly Middle Eel Wilderness near Henthorne Lake, North of Covelo",244,100,,Mendocino National Forest,-123.222196,40.062304,Wildfire,791059a2-b50f-4ab0-924a-bfdac001e4b9,https://www.fire.ca.gov/incidents/2019/9/5/henthorne-fire/,2019-09-18T12:17:00Z,2019-09-18,2019-09-05,N,FALSE,FALSE
Snail Fire,Y,2019-09-26T14:47:14Z,2019-09-01T17:37:43Z,Los Padres National Forest,,Ventura,3 miles northwest of Reyes Creek,279,100,,Los Padres National Forest,-119.3547,34.71011,Wildfire,1b6cdbc8-4ab9-49e9-b6ed-e38d55e263cc,https://www.fire.ca.gov/incidents/2019/9/1/snail-fire/,2019-09-05T08:14:00Z,2019-09-05,2019-09-01,N,FALSE,FALSE
R-1 Fire,Y,2019-09-26T14:47:23Z,2019-08-28T19:48:14Z,Bureau of Land Management ,,Lassen,"Hagata Canyon, east of Eagle Lake",3380,100,,Bureau of Land Management ,-120.581,40.593,Wildfire,4ee8f023-1c92-4266-bb79-d41fdb3a5826,https://www.fire.ca.gov/incidents/2019/8/28/r-1-fire/,2019-09-04T16:22:00Z,2019-09-04,2019-08-28,N,FALSE,FALSE
Horse Fire,Y,2019-09-26T14:47:35Z,2019-08-24T16:33:58Z,Bureau of Land Management ,,Lassen,"Off Highway 139  and Horselake Road, North of Susanville",131,100,,Bureau of Land Management,-120.544,40.562,Wildfire,97c4d72f-c1e9-425e-9dcf-44150047af92,https://www.fire.ca.gov/incidents/2019/8/24/horse-fire/,2019-08-27T10:44:00Z,2019-08-27,2019-08-24,N,FALSE,FALSE
R-1 Fire,Y,2019-09-26T14:47:55Z,2019-08-07T17:21:13Z,BLM Northern California District,,Lassen,"Juniper Ridge Road and Juniper Tree Road, north of Ravendale",130,100,,BLM Northern California District,-120.336977,40.886677,Wildfire,5f7b19a6-5f22-49ac-bf0e-ecef96385d37,https://www.fire.ca.gov/incidents/2019/8/7/r-1-fire/,,,2019-08-07,N,FALSE,FALSE
Sellers Fire,Y,2019-09-26T14:48:05Z,2019-08-07T15:13:52Z,East Contra Costa Fire Protection District,,Contra Costa,"Sellers Ave and Delta Rd, 2 miles northeast of Brentwood",58,100,Forward spread has been stopped. Crews will continue with mop up operations to establish full containment.,East Contra Costa Fire Protection District,-121.678172,37.968494,Wildfire,e338f506-b9fa-44c0-ae64-324ed0e590d4,https://www.fire.ca.gov/incidents/2019/8/7/sellers-fire/,,,2019-08-07,N,FALSE,FALSE
Five Fire,Y,2019-09-26T14:48:14Z,2019-08-03T17:01:15Z,Angeles National Forest,,Los Angeles,Off Interstate 5 & Templin Hwy,156,100,,Angeles National Forest,-118.752395,34.677864,Wildfire,ed5e111d-e34a-42c0-9ce7-818270037c2c,https://www.fire.ca.gov/incidents/2019/8/3/five-fire/,2019-08-05T12:25:00Z,2019-08-05,2019-08-03,N,FALSE,FALSE
Caliente Fire,Y,2019-09-26T14:48:39Z,2019-08-01T14:53:15Z,City of San Diego Fire-Rescue ,,San Diego,"Off Airway Road and Caliente Ave, in San Ysidro ",448,100,,City of San Diego Fire-Rescue,-117.026667,32.575556,Wildfire,ca65fae0-e6d7-4600-890c-62da03753131,https://www.fire.ca.gov/incidents/2019/8/1/caliente-fire/,2019-08-03T09:10:00Z,2019-08-03,2019-08-01,N,FALSE,FALSE
Mill Fire,Y,2019-09-26T14:48:51Z,2019-07-30T13:28:17Z,Los Padres National Forest,,Monterey,"In Los Padres National Forest, West of Fort Hunter Liggett ",280,100,,Los Padres National Forest,-121.466944,36.008889,Wildfire,233708cc-ed2d-4b85-ba8c-60cf71c912c8,https://www.fire.ca.gov/incidents/2019/7/30/mill-fire/,2019-08-12T08:20:00Z,2019-08-12,2019-07-30,N,FALSE,FALSE
Range Fire,Y,2019-09-26T14:48:59Z,2019-07-28T22:39:05Z,Los Padres National Forest,,Santa Barbara,north of Lake Cachuma,100,100,,Los Padres National Forest,-119.94974,34.665699,Wildfire,bc2edb86-fb4b-4dba-a9e0-5339f27d9bce,https://www.fire.ca.gov/incidents/2019/7/28/range-fire/,2019-08-05T12:27:00Z,2019-08-05,2019-07-28,N,FALSE,FALSE
Tucker Fire,Y,2019-09-26T14:49:08Z,2019-07-28T15:58:00Z,Modoc National Forest,,Modoc,"Hwy 139 and Tucker Butte Rd, 6 miles SW of Clear Lake Reservoir",14217,100,,Modoc National Forest,-121.260305,41.79591,Wildfire,2939928b-0308-4d76-b232-246f064ddd11,https://www.fire.ca.gov/incidents/2019/7/28/tucker-fire/,2019-08-11T12:16:00Z,2019-08-11,2019-07-28,N,FALSE,FALSE
Goose 2 Fire,Y,2019-09-26T14:49:37Z,2019-07-17T16:13:41Z,Modoc National Forest,,Modoc,"Off Highway 395 and South Willow Ranch Road, West of Fort Bidwell",128,100,,Modoc National Forest,-120.306,41.909,Wildfire,d5ebf295-49d5-4a6a-ae13-47a921355e19,https://www.fire.ca.gov/incidents/2019/7/17/goose-2-fire/,2019-07-20T09:05:00Z,2019-07-20,2019-07-17,N,FALSE,FALSE
Doyle Fire,Y,2019-09-26T14:49:49Z,2019-07-14T14:02:31Z,Bureau of Land Management,,Lassen,"Off Old Highway and Cowboy Joe Road, Northwest of Doyle",193,100,,BLM Northern CA District,-120.158273,40.072739,Wildfire,0ab090de-1ec9-41db-b6cf-c7acd370626a,https://www.fire.ca.gov/incidents/2019/7/14/doyle-fire/,2019-07-16T09:00:00Z,2019-07-16,2019-07-14,N,FALSE,FALSE
Jasper Fire,Y,2019-09-26T14:50:02Z,2019-07-13T18:42:22Z,CAL FIRE NEU,,State of Nevada,"Chimney Rd and Barrel Springs Rd, 2 miles North of Sun Valley Nevada",1165,100,Full containment expected on 7/16 at 6 p.m.,Truckee Meadows Fire Protection District,-119.769881,39.631945,Wildfire,3086ac2b-bbb3-4321-81e3-3cfdb9e571e9,https://www.fire.ca.gov/incidents/2019/7/13/jasper-fire/,2019-07-16T08:50:00Z,2019-07-16,2019-07-13,N,FALSE,FALSE
Warren Fire,Y,2019-09-30T09:09:09Z,2019-09-30T07:07:00Z,CAL FIRE / Riverside County Fire,,Riverside,Warren Rd & Old Mine Rd in Hemet,19,100,,,-117.033598,33.703546,Wildfire,1e85b2a3-0d55-4c3a-9fbb-5208d615cccd,https://www.fire.ca.gov/incidents/2019/9/30/warren-fire/,2019-09-30T09:05:00Z,2019-09-30,2019-09-30,N,TRUE,FALSE
Chaparral Fire,Y,2019-09-30T09:21:49Z,2019-09-29T21:44:45Z,CAL FIRE Amador-El Dorado,,El Dorado,Chaparral Drive and Latrobe Road in Latrobe,22,100,,Amador Eldorado Unit,-120.965105,38.538467,Wildfire,48f89096-4641-42cc-8ec4-9cba635e79a1,https://www.fire.ca.gov/incidents/2019/9/29/chaparral-fire/,2019-09-29T21:35:00Z,2019-09-29,2019-09-29,N,TRUE,FALSE
Frame Fire,Y,2019-10-02T16:03:34Z,2019-09-30T17:39:00Z,CAL FIRE Fresno-Kings Unit,,Fresno,"Hwy 198 x Frame Rd, east of Monterey County Line",25,100,,,-120.634179,36.154184,Wildfire,05b9432b-a5cf-4a8f-bf0e-9b95a04bbdde,https://www.fire.ca.gov/incidents/2019/9/30/frame-fire/,,,2019-09-30,N,TRUE,FALSE
Dehesa Fire ,Y,2019-10-02T16:03:51Z,2019-09-24T15:00:00Z,CAL FIRE/San Diego County Fire,,San Diego,Dehesa Road and Sloan Canyon Road,200,100,,,-116.806941,32.787656,Wildfire,94cd8534-defa-4a82-b1be-42a2704c13d2,https://www.fire.ca.gov/incidents/2019/9/24/dehesa-fire/,,,2019-09-24,N,TRUE,FALSE
Hwy Fire,Y,2019-10-02T16:03:59Z,2019-09-28T17:48:10Z,CAL FIRE Butte/ Butte County Fire,,Butte,"Off of Hwy 99 and Hwy 149, Southeast of Chico",300,100,,,-121.693472,39.622137,Wildfire,b8e5a940-0fb5-4c63-93ab-a855cfdc4e0c,https://www.fire.ca.gov/incidents/2019/9/28/hwy-fire/,2019-09-28T18:40:00Z,2019-09-28,2019-09-28,N,TRUE,FALSE
Bar Fire,Y,2019-10-02T16:04:17Z,2019-09-15T15:52:00Z,Klamath National Forest ,,Siskiyou,"Southwest of Bald Mountain and Klamath Bar, Klamath National Forest",91,100,,Klamath National Forest,-123.000833,41.749667,Wildfire,8b4a5b95-3f51-4038-a7ea-b5ed3c73c2e5,https://www.fire.ca.gov/incidents/2019/9/15/bar-fire/,,,2019-09-15,N,FALSE,FALSE
Mountain Fire,Y,2019-10-02T16:06:52Z,2019-08-22T11:02:09Z,CAL FIRE Shasta-Trinity Unit,,Shasta,"Bear Mountain Road and Dry Creek Road, north of Bella Vista",600,100,,Shasta County Sheriff's Office,-122.241944,40.715556,Wildfire,1bf3e829-5fb3-43d2-9179-6c337709df19,https://www.fire.ca.gov/incidents/2019/8/22/mountain-fire/,2019-08-26T17:00:00Z,2019-08-26,2019-08-22,N,TRUE,FALSE
